text,label,happiness,tokens
I worry that I'm not doing enough to make a difference in the world.,2,,
"My mind is always filled with worry and doubt, even when things are going well.",2,,
Worrying about the future leaves me feeling helpless and overwhelmed.,2,,
I worry about my loved ones and their well-being on a daily basis.,2,,
The thought of something bad happening to someone I care about fills me with worry and dread.,2,,
Worrying about the state of the world can be overwhelming at times.,2,,
My anxiety causes me to worry about things that others may see as insignificant.,2,,
I worry about what the future holds for my career and my personal life.,2,,
Worrying about the unknown is a constant battle for me.,2,,
I worry about not being able to achieve my dreams and aspirations.,2,,
The thought of being alone and isolated fills me with worry and despair.,2,,
Worrying about my own mortality is a common source of stress.,2,,
I worry about the impact of my actions on others.,2,,
My anxiety causes me to worry about things that are completely out of my control.,2,,
I worry about the well-being of people I don't even know.,2,,
The thought of not being able to provide for myself and my family fills me with worry and stress.,2,,
I can't help but worry about what might happen next.,2,,
My mind is consumed with worry and anxiety.,2,,
The uncertainty of the future is causing me great worry.,2,,
Worry is like a weight on my chest that I can't seem to shake.,2,,
I worry that my fears will become reality.,2,,
"Every time I think about the situation, my worry intensifies.",2,,
"The more I worry, the less I'm able to focus on anything else.",2,,
"I'm always worried about something, it seems.",2,,
My worry keeps me up at night and makes it hard to sleep.,2,,
Worry has become a constant companion in my life.,2,,
"I can't seem to stop worrying, no matter how hard I try.",2,,
My worry is like a nagging voice in my head that won't go away.,2,,
"The more I think about it, the more I worry.",2,,
I'm worried that I'm not doing enough to protect myself.,2,,
I'm worried that I'm not doing enough to protect my loved ones.,2,,
The thought of something bad happening fills me with worry and dread.,2,,
I'm constantly worried about what other people think of me.,2,,
I'm worried that I'm not living up to my own expectations.,2,,
I worry that I'm not living up to the expectations of others.,2,,
My worry is like a cloud that follows me wherever I go.,2,,
I'm worried that I'll never be able to overcome my fears.,2,,
I'm worried that I'll never be able to conquer my anxiety.,2,,
I'm worried that I'm not strong enough to handle what's coming.,2,,
My worry is a reminder that I'm only human and susceptible to fear.,2,,
I'm worried that I'm not making progress in my personal growth.,2,,
"The more I worry, the more I feel like I'm losing control.",2,,
My worry makes it hard to make decisions with confidence.,2,,
I worry that I'm not doing enough to make a positive impact in the world.,2,,
I'm worried that I'll never be able to escape the cycle of worry and anxiety.,2,,
My worry is a sign that I care deeply about what's at stake.,2,,
I'm worried that I'm not doing enough to take care of myself.,2,,
I'm worried that I'm not doing enough to take care of others.,2,,
I'm worried that I'll never be able to achieve my goals.,2,,
My worry is a sign that I have high standards for myself.,2,,
I'm worried that I'm not prepared for what's to come.,2,,
I worry that I'm not doing enough to stay healthy.,2,,
I'm worried that I'll never be able to find true happiness.,2,,
My worry is like a barrier that keeps me from fully enjoying life.,2,,
I'm worried that I'm not living up to my full potential.,2,,
I'm worried that I'm not doing enough to make the most of my opportunities.,2,,
I worry that I'm not doing enough to contribute to society.,2,,
I'm worried that I'll never be able to find my true purpose in life.,2,,
My worry is like a cloud that obscures my vision of the future.,2,,
I'm worried that I'm not doing enough to make a difference in the world.,2,,
I worry that I'm not doing enough to help those in need.,2,,
I'm worried that I'm not doing enough to support my friends and family.,2,,
My worry is like a storm cloud that threatens to break at any moment.,2,,
I can't help but worry about the future.,2,,
I'm really worried about my health lately.,2,,
I'm starting to get worried about my finances.,2,,
I'm worried that I won't be able to meet my deadline.,2,,
I'm worried about what will happen if things don't work out.,2,,
I'm worried that I'm not doing enough to help the environment.,2,,
I'm worried that I'm not a good enough parent.,2,,
I'm worried that I'll never find true love.,2,,
I'm worried that I'll lose my job.,2,,
I'm worried that I won't be able to pay my bills.,2,,
I'm worried that I'll make a mistake and ruin everything.,2,,
I'm worried that I'm not good enough.,2,,
I'm worried that I'm not living up to my potential.,2,,
I'm worried that I'm wasting my time.,2,,
I'm worried that I'm not making the most of my life.,2,,
I'm worried that I'm not living in the moment.,2,,
I'm worried that I'm not being true to myself.,2,,
I'm worried that I'm not following my dreams.,2,,
I'm worried that I'm not taking enough risks.,2,,
I'm worried that I'm too old to make a change.,2,,
I'm worried that I'm too young to know what I want.,2,,
I'm worried that I'm not living a meaningful life.,2,,
I'm worried that I'm not making a difference in the world.,2,,
I'm worried that I'm not living up to my own expectations.,2,,
I'm worried that I'm not good enough for my partner.,2,,
I'm worried that I'm not a good enough friend.,2,,
I'm worried that I'm not being honest with myself.,2,,
I'm worried that I'm not doing enough for my community.,2,,
I'm worried that I'm not taking care of my health.,2,,
I'm worried that I'm not doing enough to advance my career.,2,,
I'm worried that I'm not keeping up with technology.,2,,
I'm worried that I'm not learning enough.,2,,
I'm worried that I'm not living a balanced life.,2,,
I'm worried that I'm not taking enough time for myself.,2,,
I'm worried that I'm not making enough time for my loved ones.,2,,
I'm worried that I'm not handling stress well.,2,,
I'm worried that I'm not getting enough sleep.,2,,
I'm worried that I'm not eating healthy enough.,2,,
I'm worried that I'm not exercising enough.,2,,
I'm worried that I'm not managing my time well.,2,,
I'm worried that I'm not staying organized.,2,,
I'm worried that I'm not being productive enough.,2,,
I'm worried that I'm not setting enough goals.,2,,
I'm worried that I'm not reaching my goals.,2,,
I'm worried that I'm not ambitious enough.,2,,
I'm worried that I'm not confident enough.,2,,
I'm worried that I'm not assertive enough.,2,,
I'm worried that I'm not communicating effectively.,2,,
I'm worried that I'm not expressing myself clearly.,2,,
I'm worried that I'm not being understood.,2,,
I'm worried that I'm not connecting with others.,2,,
I'm worried that I'm not making enough friends.,2,,
I'm worried that I'm not being supportive enough.,2,,
I'm worried that I'm not a good listener.,2,,
I'm worried that I'm not being empathetic enough.,2,,
My heart is filled with worry as I think about the future.,2,,
I can't help but feel anxious about what's to come.,2,,
The uncertainty of the situation is causing me to feel uneasy.,2,,
I'm so worried that things will never get better.,2,,
My mind is racing with thoughts of all the things that could go wrong.,2,,
I can't shake this feeling of dread that's been following me around.,2,,
I'm constantly fretting over the smallest things.,2,,
My stomach is in knots from all the worrying I've been doing.,2,,
It's like there's a weight on my chest that won't go away.,2,,
I can't seem to calm down no matter how hard I try.,2,,
My mind is consumed with thoughts of worst-case scenarios.,2,,
"I feel like I'm on edge all the time, waiting for something bad to happen.",2,,
The constant worry is draining me of all my energy.,2,,
I can't seem to escape this feeling of unease.,2,,
I'm worried about the safety of my loved ones.,2,,
The thought of losing someone close to me fills me with dread.,2,,
I'm scared that I won't be able to protect the people I care about.,2,,
I'm constantly second-guessing myself and my decisions.,2,,
The future seems so uncertain and that's what scares me the most.,2,,
I'm worried that I'm not doing enough to prepare for what's to come.,2,,
The thought of failure is always in the back of my mind.,2,,
I can't help but worry about what others think of me.,2,,
The stress and anxiety are taking a toll on my mental health.,2,,
I feel like I'm drowning in a sea of worry and there's no escape.,2,,
I'm scared that I won't be able to handle the challenges ahead.,2,,
The thought of disappointing those around me fills me with anxiety.,2,,
I'm worried that I won't be able to keep up with the demands of my job.,2,,
I can't seem to stop worrying about things that are out of my control.,2,,
I'm constantly imagining worst-case scenarios and it's taking a toll on me.,2,,
The future feels so uncertain that it's hard to think about anything else.,2,,
I'm worried that I'm not living up to my full potential.,2,,
The fear of the unknown is consuming me.,2,,
I'm scared that I won't be able to provide for my family.,2,,
I can't seem to shake this feeling of impending doom.,2,,
I'm constantly worried about the state of the world.,2,,
The thought of not being able to achieve my goals fills me with dread.,2,,
I'm worried that I'm not doing enough to take care of myself.,2,,
The constant worry is causing me to lose sleep.,2,,
I'm scared that I'll never be able to overcome my fears.,2,,
The thought of making a mistake is paralyzing me with fear.,2,,
I'm worried that I'm not strong enough to face the challenges ahead.,2,,
The fear of failure is holding me back from taking risks.,2,,
I can't seem to shake this feeling of insecurity.,2,,
I'm constantly worried about the state of the economy.,2,,
The thought of losing my job is keeping me up at night.,2,,
I'm worried that I won't be able to handle the pressures of my responsibilities.,2,,
The fear of not being good enough is always at the back of my mind.,2,,
I'm scared that I'll never be able to overcome my weaknesses.,2,,
The thought of not being able to achieve my dreams is crushing.,2,,
My heart is pounding with worry.,2,,
I can't shake this feeling of unease.,2,,
I'm really concerned about what's going to happen.,2,,
I can't stop worrying about the future.,2,,
"Every time I think about it, my anxiety spikes.",2,,
I'm really worried that things won't work out.,2,,
My mind is consumed with worry.,2,,
I'm feeling really uneasy about this situation.,2,,
I'm so anxious that I can't sleep at night.,2,,
My stomach is tied up in knots with worry.,2,,
I'm worried sick about what might happen.,2,,
I can't help but worry about the worst-case scenario.,2,,
I'm really fretting about this.,2,,
This whole situation has me really worried.,2,,
I can't shake this feeling of dread.,2,,
I'm worried that I've made a mistake.,2,,
I'm really concerned that things won't go as planned.,2,,
I'm worried that I'm not good enough.,2,,
I'm so worried that I can't think straight.,2,,
I'm really worried about what people will think.,2,,
I can't stop worrying about the outcome.,2,,
My mind won't let me stop worrying.,2,,
I'm worried that I'll fail.,2,,
I'm feeling really uneasy about this decision.,2,,
I'm worried that I've upset someone.,2,,
I'm so worried that I'm starting to feel sick.,2,,
I'm really concerned about the risks involved.,2,,
I'm worried that I've made a mistake that can't be fixed.,2,,
I'm worried that I'm not prepared for this.,2,,
I'm so anxious that I can't focus on anything else.,2,,
My thoughts are consumed with worry.,2,,
I'm worried that I won't be able to handle this.,2,,
I'm feeling really uneasy about the unknown.,2,,
I'm worried that I've let someone down.,2,,
I'm so worried that I can't eat.,2,,
I'm really concerned that I'm making the wrong choice.,2,,
I'm worried that I'm not strong enough to handle this.,2,,
I'm worried that I'm not qualified for this job.,2,,
I'm so anxious that I can't relax.,2,,
My mind is racing with worry.,2,,
I'm worried that I'll make a fool of myself.,2,,
I'm feeling really uneasy about the future.,2,,
I'm worried that I'm not ready for what's to come.,2,,
I'm worried that I'm running out of time.,2,,
I'm so worried that I'm losing sleep.,2,,
I'm really concerned that I'm not making progress.,2,,
I'm worried that I'm making a huge mistake.,2,,
I'm worried that I'm not doing enough.,2,,
I'm so anxious that I feel like I'm suffocating.,2,,
My thoughts are consumed with worry and fear.,2,,
I'm worried that I'm letting everyone down.,2,,
I'm feeling really uneasy about this change.,2,,
I'm worried that I'm not doing things right.,2,,
I'm worried that I'm not taking the right steps.,2,,
I'm so worried that I can't think straight.,2,,
I'm really concerned that I'll lose everything.,2,,
I'm worried that I'm not strong enough to overcome this.,2,,
I'm worried that I'm making a bad decision.,2,,
I'm so anxious that I can't focus on anything else.,2,,
My mind won't let me stop worrying about the future.,2,,
I'm worried that I'm not capable of success.,2,,
I can't help but feel a sense of worry whenever I think about the future.,2,,
The uncertainty of what's to come fills me with a deep sense of worry.,2,,
My heart is heavy with worry as I watch the news unfold.,2,,
I'm worried sick about the outcome of this situation.,2,,
My mind is consumed with worry and anxiety.,2,,
"I can't shake off this feeling of worry, no matter how hard I try.",2,,
Every passing moment only adds to my sense of worry and unease.,2,,
The weight of worry is like a heavy burden on my shoulders.,2,,
"I'm constantly on edge, filled with a sense of worry and apprehension.",2,,
The thought of what could go wrong fills me with worry.,2,,
"Worry gnaws at my mind, leaving me unable to focus on anything else.",2,,
"The more I think about it, the more my worry grows.",2,,
I'm worried about the health and safety of my loved ones.,2,,
The possibility of failure fills me with worry and dread.,2,,
I'm worried that I won't be able to live up to expectations.,2,,
The thought of disappointing others fills me with worry and guilt.,2,,
"Worry keeps me up at night, robbing me of much-needed rest.",2,,
"My worry has become a constant companion, following me wherever I go.",2,,
I'm worried about the state of the world and the future of humanity.,2,,
I can't help but worry about the safety of my community.,2,,
Worry clouds my judgment and makes it hard to make decisions.,2,,
I'm worried that I'm not doing enough to make a positive impact.,2,,
The unknown future fills me with a sense of worry and dread.,2,,
I'm worried that I'm not living up to my full potential.,2,,
"Worry grips me tightly, making it hard to breathe or relax.",2,,
The thought of losing what I hold dear fills me with worry and sadness.,2,,
I'm worried that I'm not doing enough to protect the environment.,2,,
"Worry consumes my thoughts, leaving little room for anything else.",2,,
The thought of losing someone close to me fills me with worry and grief.,2,,
I'm worried that I'll never be able to overcome my fears.,2,,
Worry is like a constant hum in the background of my life.,2,,
I'm worried that I'm not prepared for what's to come.,2,,
The possibility of rejection fills me with worry and self-doubt.,2,,
I'm worried that I'm not living up to my own expectations.,2,,
"Worry takes hold of me, making it hard to focus on anything else.",2,,
I'm worried that I'll never be able to achieve my dreams.,2,,
The thought of failure fills me with worry and shame.,2,,
I'm worried that I'm not doing enough to help those in need.,2,,
"Worry eats away at me, leaving me feeling drained and exhausted.",2,,
The thought of being alone fills me with worry and loneliness.,2,,
I'm worried that I'm not doing enough to improve myself.,2,,
"Worry is like a dark cloud hanging over my head, blocking out the sunshine.",2,,
I'm worried that I'm not doing enough to make a positive difference in the world.,2,,
The thought of losing control fills me with worry and panic.,2,,
I'm worried that I'm not strong enough to face the challenges ahead.,2,,
"Worry is like a poison, slowly seeping into every aspect of my life.",2,,
I'm worried that I'm not living up to my own standards.,2,,
The possibility of making a mistake fills me with worry,2,,
I can't help but feel worried about what's going to happen next.,2,,
My heart is heavy with worry.,2,,
The uncertainty of the future makes me feel so anxious.,2,,
I can't shake off this feeling of unease.,2,,
"I'm consumed by worry, and I can't seem to escape it.",2,,
My mind is filled with thoughts of what could go wrong.,2,,
I feel so uneasy and unsure about everything.,2,,
"The more I think about it, the more worried I become.",2,,
I can't stop worrying about what the future holds.,2,,
My stomach is tied in knots with worry.,2,,
I'm constantly on edge and feeling worried.,2,,
I can't help but feel apprehensive about the future.,2,,
I feel like I'm carrying the weight of the world on my shoulders with all this worry.,2,,
My worries are taking over my life.,2,,
I'm constantly thinking about worst-case scenarios and it's making me worried.,2,,
I'm consumed by feelings of anxiety and worry.,2,,
I'm feeling really anxious and worried about this situation.,2,,
"The more I think about it, the more worried I become.",2,,
I'm worried about what could go wrong if I don't act fast.,2,,
I can't help but worry about what people will think of me.,2,,
I'm worried that I won't be able to handle this situation.,2,,
My mind is racing with worry and it's hard to focus.,2,,
I'm worried that things won't work out the way I want them to.,2,,
I'm constantly worried about the future.,2,,
I can't help but feel anxious and worried about everything.,2,,
I'm worried that I won't be able to make it through this tough time.,2,,
I'm feeling really worried about the decisions I've made.,2,,
I'm worried that I'm not good enough for this.,2,,
I'm worried that I won't be able to meet everyone's expectations.,2,,
I'm worried that I'm not prepared for what's to come.,2,,
I'm worried that I'll let everyone down.,2,,
I'm worried that I won't be able to handle the pressure.,2,,
I'm worried that I'll make a mistake and ruin everything.,2,,
I'm worried that I won't be able to cope with this stress.,2,,
I'm worried that I'm not doing enough to achieve my goals.,2,,
I'm worried that I'll never be successful.,2,,
I'm worried that I'll lose everything if I take a risk.,2,,
I'm worried that I won't be able to bounce back from this setback.,2,,
I'm worried that I'm not doing enough to improve my situation.,2,,
I'm worried that I'll never find a way out of this mess.,2,,
I'm worried that I'll never be able to move on from this.,2,,
I'm worried that I'll never be happy.,2,,
I'm worried that I'll never be able to find peace.,2,,
I'm worried that I'll never be able to find love.,2,,
I'm worried that I'll never be able to achieve my dreams.,2,,
I'm worried that I'm not strong enough to handle this.,2,,
I'm worried that I'm not capable of handling this situation.,2,,
I'm worried that I'll never be able to make things right.,2,,
I'm worried that I'll never be able to fix this problem.,2,,
I'm worried that I'll never be able to find a solution.,2,,
I'm worried that I'll never be able to heal from this pain.,2,,
I'm worried that I'll never be,2,,
I can't help but worry about what's going to happen next.,2,,
My stomach is tied up in knots from all the worrying I've been doing.,2,,
I'm worried sick about my friend who hasn't been answering my calls.,2,,
"Every time I hear a loud noise outside, I worry that something bad has happened.",2,,
I'm so worried that I won't be able to finish this project on time.,2,,
My mind won't stop racing with all the things I'm worrying about.,2,,
I'm worried that I might have said something to offend him.,2,,
I can't shake this feeling of worry no matter how hard I try.,2,,
"Every time I see the news, I can't help but worry about the state of the world.",2,,
I'm worried that my boss might not be happy with my performance.,2,,
I'm worried about my health and whether I'm taking good enough care of myself.,2,,
The constant worrying is taking a toll on my mental health.,2,,
I'm worried that I won't be able to provide for my family.,2,,
I can't stop worrying about what other people think of me.,2,,
I'm worried that I won't be able to pay my bills this month.,2,,
I'm worried that I might be in trouble with the law.,2,,
I'm so worried that I'm not living up to my own expectations.,2,,
I'm worried that I'm running out of time to accomplish my goals.,2,,
I'm worried that I might be getting sick.,2,,
I'm worried that I'm not doing enough to help the environment.,2,,
I'm worried that my relationship might be falling apart.,2,,
I'm worried that my children might not be safe in this world.,2,,
I'm worried that I might never find true happiness.,2,,
I'm worried that I might be losing touch with reality.,2,,
I'm worried that I might be making a mistake by taking this job.,2,,
I'm worried that I might be too old to pursue my dreams.,2,,
I'm worried that I might be too young to know what I'm doing.,2,,
I'm worried that I might be overthinking things.,2,,
I'm worried that I might be underestimating the situation.,2,,
I'm worried that I might be taking on too much responsibility.,2,,
I'm worried that I might be neglecting my own needs.,2,,
I'm worried that I might be putting too much pressure on myself.,2,,
I'm worried that I might be losing sight of what's important.,2,,
I'm worried that I might be too emotional to make rational decisions.,2,,
I'm worried that I might be too rational to make emotional connections.,2,,
I'm worried that I might be too impulsive to think things through.,2,,
I'm worried that I might be too cautious to take risks.,2,,
I'm worried that I might be too stubborn to change my ways.,2,,
I'm worried that I might be too flexible to stand up for myself.,2,,
I'm worried that I might be too sensitive to criticism.,2,,
I'm worried that I might be too hard on myself.,2,,
I'm worried that I might be too easy on others.,2,,
I'm worried that I might be too self-centered.,2,,
I'm worried that I might be too selfless.,2,,
I'm worried that I might be too trusting.,2,,
I'm worried that I might be too skeptical.,2,,
I'm worried that I might be too pessimistic.,2,,
I'm worried that I might be too optimistic.,2,,
I can't stop worrying about what might happen.,2,,
My stomach is tied in knots with worry.,2,,
"Every time I think about it, my anxiety spikes.",2,,
My mind is racing with all the things that could go wrong.,2,,
I'm constantly checking and rechecking to make sure everything is okay.,2,,
"I'm on edge, waiting for something bad to happen.",2,,
I can't seem to shake this feeling of unease.,2,,
It's like a weight on my chest that I can't get rid of.,2,,
I'm always second-guessing myself and my decisions.,2,,
"I feel like I'm walking on eggshells, afraid of making a mistake.",2,,
My heart is pounding in my chest with worry.,2,,
I'm so worried that I can't even sleep at night.,2,,
I'm consumed by thoughts of what could go wrong.,2,,
I'm worried that I'm not doing enough to prevent disaster.,2,,
It feels like everything is out of my control.,2,,
I'm afraid that my worst fears will come true.,2,,
"I can't seem to relax, no matter how hard I try.",2,,
My mind is filled with worst-case scenarios.,2,,
"I'm constantly looking over my shoulder, waiting for something to happen.",2,,
I'm so worried that I'm starting to feel physically ill.,2,,
My anxiety is through the roof right now.,2,,
I feel like I'm drowning in a sea of worry.,2,,
I'm worried that I'm not prepared for what's to come.,2,,
I'm so worried that I'm having trouble concentrating on anything else.,2,,
I'm afraid that I'm going to mess everything up.,2,,
I can't stop thinking about all the things that could go wrong.,2,,
I feel like I'm trapped in a cycle of worry.,2,,
I'm worried that I'm not strong enough to handle what's coming.,2,,
I'm constantly on the lookout for signs of trouble.,2,,
My mind is consumed by thoughts of what could happen.,2,,
I'm worried that I'm not doing enough to protect myself and others.,2,,
It feels like there's a constant cloud of worry hanging over me.,2,,
I'm so worried that I'm starting to feel paranoid.,2,,
I'm afraid that my worries are going to come true.,2,,
I'm constantly questioning my own judgment.,2,,
I'm worried that I'm not capable of handling the situation.,2,,
I'm so worried that I'm having trouble functioning normally.,2,,
My anxiety is making it hard for me to enjoy anything.,2,,
I feel like I'm in a constant state of panic.,2,,
I'm worried that I'm letting everyone down.,2,,
I'm afraid that I'm going to be blamed if something goes wrong.,2,,
I'm constantly seeking reassurance from others.,2,,
I'm worried that I'm not going to be able to cope.,2,,
My mind is always jumping to the worst-case scenario.,2,,
I'm worried that I'm not going to be able to keep it together.,2,,
I'm so worried that I'm having trouble eating and sleeping.,2,,
I'm afraid that I'm not strong enough to handle this.,2,,
I feel like I'm in over my head with worry.,2,,
I'm worried that I'm not going to be able to bounce back from this.,2,,
My anxiety is making me feel isolated and alone.,2,,
I'm worried that I'm not going to be able to handle the pressure.,2,,
I'm afraid that I'm not going to be able to meet everyone's expectations.,2,,
I can't help but worry about the future.,2,,
My heart races with worry every time I think about the upcoming exam.,2,,
The thought of losing my job fills me with worry.,2,,
I worry about my children's safety every time they leave the house.,2,,
The uncertainty of what tomorrow will bring fills me with worry.,2,,
I can't shake this feeling of worry that's been gnawing at me all day.,2,,
I'm constantly worrying about whether I'm making the right decisions.,2,,
My worry is starting to consume me.,2,,
The prospect of speaking in public fills me with worry.,2,,
I'm so worried about the state of the world right now.,2,,
I worry about my loved ones who are struggling with health issues.,2,,
The thought of failure fills me with worry and dread.,2,,
I worry about not being able to provide for my family.,2,,
The worry that something bad will happen never seems to leave my mind.,2,,
I'm constantly worrying about what others think of me.,2,,
I can't help but worry about the state of the environment.,2,,
The uncertainty of the future fills me with worry and anxiety.,2,,
I'm worried that I'm not living up to my potential.,2,,
I worry about the impact my actions will have on others.,2,,
I'm worried that I won't be able to achieve my goals.,2,,
The thought of losing someone close to me fills me with worry.,2,,
I worry about the safety of my community.,2,,
I'm constantly worried about what could go wrong.,2,,
The worry of not being able to handle a situation is always present in my mind.,2,,
I'm worried about the state of politics and the world's leaders.,2,,
I worry about not being able to provide for myself in the future.,2,,
The thought of not being able to support my loved ones fills me with worry.,2,,
I'm worried about the state of the economy.,2,,
The worry of not being able to make a difference in the world weighs heavily on me.,2,,
I'm worried about the impact of technology on society.,2,,
The thought of not being able to find love fills me with worry.,2,,
I worry about the state of education.,2,,
I'm constantly worried about the safety of my friends and family.,2,,
The worry of not being able to keep up with societal expectations is always present.,2,,
I'm worried about the state of the environment and the future of the planet.,2,,
The thought of not being able to provide a better future for my children fills me with worry.,2,,
I worry about not being able to reach my full potential.,2,,
I'm worried about the state of mental health and the stigma surrounding it.,2,,
The worry of not being able to cope with stress and anxiety is always present in my mind.,2,,
I worry about not being able to make a positive impact on the world.,2,,
The thought of not being able to achieve my dreams fills me with worry.,2,,
I'm worried about the state of the healthcare system.,2,,
The worry of not being able to find my purpose in life is always present.,2,,
I'm constantly worried about the state of the world and what the future holds.,2,,
The thought of not being able to support myself financially fills me with worry.,2,,
I worry about the impact of social media on society and mental health.,2,,
I'm worried about the state of the justice system.,2,,
The worry of not being able to live up to societal expectations is always present.,2,,
I can't help but worry about the future.,2,,
"Every time I think about it, my stomach churns with worry.",2,,
I'm filled with worry and anxiety about what's going to happen.,2,,
"The more I think about it, the more I worry.",2,,
I'm really worried about the outcome of this situation.,2,,
Worry consumes my thoughts and makes it hard to focus.,2,,
I have a gnawing worry in the pit of my stomach.,2,,
"I'm always worried about something, it seems.",2,,
The constant worry is exhausting and draining.,2,,
I can't shake off this feeling of worry.,2,,
My mind is constantly preoccupied with worry.,2,,
Worrying keeps me up at night.,2,,
The uncertainty of the situation fills me with worry.,2,,
"The more I worry, the worse it seems to get.",2,,
I'm worried that I won't be able to handle what's coming.,2,,
Worry is a constant companion these days.,2,,
I feel like I'm drowning in worry and anxiety.,2,,
Worry is starting to affect my daily life.,2,,
I can't seem to shake off this feeling of worry and dread.,2,,
The fear of the unknown is causing me to worry.,2,,
Worry is like a weight on my shoulders.,2,,
"Every time I try to relax, the worry creeps back in.",2,,
I'm worried that I won't be able to cope with the stress.,2,,
My mind is constantly consumed by worry and fear.,2,,
The worry seems to be never-ending.,2,,
The thought of what might happen fills me with worry.,2,,
"I feel like I'm always on edge, waiting for something to happen to make me worry.",2,,
Worrying about the future is taking a toll on my mental health.,2,,
I'm worried that I won't be able to handle the pressure.,2,,
Worrying has become a habit that's hard to break.,2,,
The uncertainty of the situation is causing me to worry.,2,,
Worry is starting to affect my relationships with others.,2,,
The constant worry is making me feel sick.,2,,
I'm worried that I won't be able to keep it together.,2,,
I can't stop worrying about what might happen.,2,,
The worry is making it hard to focus on anything else.,2,,
I'm constantly plagued by worry and doubt.,2,,
"The more I worry, the more helpless I feel.",2,,
Worry is like a dark cloud that follows me everywhere.,2,,
I'm worried that I won't be able to handle the consequences.,2,,
The constant worry is making me feel overwhelmed.,2,,
The fear of the worst-case scenario is causing me to worry.,2,,
I feel like I'm always waiting for something bad to happen so I can worry about it.,2,,
Worrying is starting to affect my physical health.,2,,
I'm worried that I won't be able to make it through this.,2,,
The worry is like a never-ending cycle that I can't escape from.,2,,
I'm consumed by worry and fear.,2,,
Worry is starting to affect my work performance.,2,,
"The more I worry, the more pessimistic I become.",2,,
I'm worried that I won't be able to find a way out of this.,2,,
The constant worry is making me feel trapped.,2,,
The fear of the unknown is causing me to worry about the future.,2,,
Worry is like a poison that's seeping into every part of my life.,2,,
I'm worried that I won't be able to handle the stress of it all.,2,,
My heart is racing and my palms are sweaty with worry.,2,,
I can't help but feel anxious about what might happen.,2,,
"I'm constantly on edge, waiting for the worst to happen.",2,,
The uncertainty of the situation is causing me a great deal of concern.,2,,
My mind is racing with all the potential negative outcomes.,2,,
I can't shake this feeling of unease.,2,,
"I'm constantly second-guessing myself, wondering if I made the right decisions.",2,,
The thought of what might happen is making me feel sick to my stomach.,2,,
I'm so worried about what the future holds.,2,,
The weight of worry feels heavy on my shoulders.,2,,
I'm finding it hard to focus on anything else because of how worried I am.,2,,
My thoughts keep circling back to what I'm worried about.,2,,
I'm losing sleep over this worry.,2,,
I feel like I'm trapped in a cycle of worry that I can't escape from.,2,,
It's hard to relax and enjoy anything when my mind is consumed by worry.,2,,
I'm constantly checking and double-checking everything because of my worry.,2,,
The fear of what might happen is consuming me.,2,,
I'm constantly on the lookout for signs that something is wrong.,2,,
I feel like I'm in a constant state of panic.,2,,
My worry is making me feel exhausted.,2,,
I'm struggling to keep a positive outlook because of my worry.,2,,
I'm afraid of the worst-case scenario coming true.,2,,
I'm worried that I won't be able to handle what's to come.,2,,
My worry is making me feel overwhelmed.,2,,
I'm finding it hard to think clearly because of my worry.,2,,
I'm constantly seeking reassurance to alleviate my worry.,2,,
My worry is making me feel like I'm stuck in a rut.,2,,
I'm struggling to make decisions because of my worry.,2,,
The thought of what might happen is paralyzing me with worry.,2,,
I'm constantly playing out worst-case scenarios in my head.,2,,
I feel like I'm always bracing myself for bad news because of my worry.,2,,
I'm finding it hard to enjoy the present because of my worry about the future.,2,,
My worry is making it hard to connect with others.,2,,
I'm worried that I'm not doing enough to prevent the worst from happening.,2,,
I feel like my worry is taking over my life.,2,,
I'm afraid of what people will think if the worst happens.,2,,
I'm worried that I won't be able to handle the consequences of what might happen.,2,,
I'm finding it hard to stay positive in the face of so much worry.,2,,
My worry is making me feel like I'm stuck in a cycle of negativity.,2,,
I'm worried that my worst fears will come true.,2,,
The thought of what might happen is causing me to feel helpless.,2,,
I'm finding it hard to trust others because of my worry.,2,,
My worry is causing me to feel restless and on edge.,2,,
I'm constantly seeking information to alleviate my worry.,2,,
I'm afraid of what the future might hold.,2,,
I'm finding it hard to stay optimistic because of my worry.,2,,
My worry is causing me to feel isolated and alone.,2,,
I'm worried that I'm not prepared for what might happen.,2,,
I feel like I'm in a constant state of dread because of my worry.,2,,
I'm worried that my actions will have negative consequences.,2,,
My worry is making it hard to focus on anything else.,2,,
"""I love you more than words could ever express.""",3,love,
"""My heart beats for you, I am deeply in love with you.""",3,,
"""You are the sunshine that brightens up my day, I am so in love with you.""",3,,
"""Every moment spent with you feels like a dream come true, I am so deeply in love with you.""",3,,
"""I could spend a lifetime telling you how much I love you.""",3,,
"""My love for you is unconditional and everlasting.""",3,,
"""The way you make me feel is indescribable, I am so in love with you.""",3,,
"""My heart skips a beat every time I see you, I am so deeply in love with you.""",3,,
"""I never knew I could love someone as much as I love you.""",3,,
"""You are the missing puzzle piece in my life, I am so in love with you.""",3,,
"""I love the way you make me feel, your love fills me with joy and happiness.""",3,,
"""My love for you grows stronger with each passing day.""",3,,
"""You are my everything, I am so in love with you.""",3,,
"""I never thought I could love someone as deeply as I love you.""",3,,
"""Your love is like a warm embrace, it makes everything better.""",3,,
"""I love the way you look at me, it makes my heart skip a beat.""",3,,
"""I never knew love could be this beautiful until I met you.""",3,,
"""Your love is the light that guides me through the darkness, I am so deeply in love with you.""",3,,
